runtime,clock,temp,throttled,voltage,capacity,current,backlight
0,600.16992,38.9,0,3.858,66,519,5
#2,1500.345728,37.4,0,3.846,66,679,5
#3,1500.398464,37.4,0,3.84,66,774,5
#4,1500.345728,37.9,0,3.84,66,774,5
#5,1500.345728,37.0,0,3.84,66,785,5
6,600.117184,38.4,0,3.84,66,774,5
7,700.154304,37.4,0,3.841,66,758,5
8,600.16992,37.4,0,3.843,66,740,5
9,600.16992,37.0,0,3.845,66,708,5
10,600.16992,38.4,0,3.841,66,740,5
11,600.16992,37.9,0,3.843,66,710,5
12,700.154304,37.4,0,3.842,66,724,5
13,600.117184,37.4,0,3.843,66,711,5
14,700.20704,37.9,0,3.844,66,708,5
15,600.117184,36.5,0,3.841,66,752,5
16,600.16992,37.9,0,3.843,66,721,5
17,600.117184,37.9,0,3.842,66,737,5
18,600.117184,37.0,0,3.842,66,739,5
19,600.117184,37.0,0,3.842,66,738,5
20,600.16992,37.9,0,3.842,66,727,5
21,700.20704,37.9,0,3.844,66,706,5
22,600.16992,37.0,0,3.843,66,722,5
23,600.117184,37.0,0,3.842,66,727,5
24,600.117184,38.4,0,3.842,66,720,5
25,600.117184,37.4,0,3.843,66,722,5
26,600.117184,37.4,0,3.843,66,709,5
27,600.117184,37.9,0,3.844,66,707,5
28,700.20704,37.9,0,3.843,66,711,5
29,600.117184,37.4,0,3.842,66,727,5
30,600.16992,37.0,0,3.842,66,736,5
32,600.16992,37.4,0,3.844,66,707,5
33,600.117184,37.9,0,3.843,66,705,5
34,600.117184,37.4,0,3.843,66,709,5
35,600.16992,38.9,0,3.842,66,726,5
36,600.16992,37.9,0,3.843,66,707,5
37,600.117184,37.9,0,3.843,66,705,5
38,600.117184,37.4,0,3.844,66,706,5
39,600.117184,37.4,0,3.843,66,706,5
40,600.16992,37.0,0,3.84,66,752,5
41,600.16992,38.4,0,3.843,66,706,5
42,600.16992,36.5,0,3.844,66,707,5
43,600.117184,37.9,0,3.843,66,707,5
44,600.16992,37.4,0,3.842,66,709,5
45,700.20704,37.9,0,3.842,66,711,5
46,700.20704,37.4,0,3.842,66,723,5
47,600.117184,37.0,0,3.841,66,727,5
48,700.20704,37.4,0,3.842,66,710,5
49,800.191424,37.9,0,3.841,66,726,5
50,700.154304,38.4,0,3.842,66,722,5
51,600.117184,37.0,0,3.843,66,708,5
52,600.117184,37.0,0,3.842,66,721,5
53,600.117184,37.0,0,3.842,66,710,5
54,800.191424,37.0,0,3.842,66,723,5
55,600.117184,37.0,0,3.842,66,724,5
56,600.16992,37.4,0,3.842,66,707,5
57,600.16992,37.0,0,3.841,66,723,5
58,700.154304,37.4,0,3.841,66,727,5
59,700.154304,37.4,0,3.841,66,736,5
60,600.117184,37.0,0,3.841,66,711,5
