runtime,clock,temp,throttled,voltage,capacity,current,backlight
0,600.16992,37.4,0,3.848,64,519,9
#1,1500.345728,36.5,0,3.821,64,864,9
#2,1500.398464,37.9,0,3.798,64,1142,9
#3,1500.345728,37.0,0,3.799,64,1138,9
#4,1500.345728,37.4,0,3.797,64,1140,9
5,600.117184,37.0,0,3.798,64,1139,9
6,600.16992,37.9,0,3.8,64,1122,9
7,600.16992,37.0,0,3.802,64,1078,9
8,600.16992,37.4,0,3.803,64,1079,9
9,600.16992,37.0,0,3.803,64,1078,9
10,600.16992,37.9,0,3.802,64,1090,9
11,600.16992,36.5,0,3.801,64,1092,9
12,600.16992,38.4,0,3.802,64,1078,9
13,600.117184,37.4,0,3.802,64,1089,9
14,600.117184,37.0,0,3.802,64,1079,9
15,600.16992,36.5,0,3.802,64,1076,9
16,600.16992,37.9,0,3.801,64,1078,9
17,600.117184,37.4,0,3.802,64,1075,9
18,600.16992,37.0,0,3.801,64,1079,9
19,600.117184,37.4,0,3.8,64,1091,9
20,600.117184,37.9,0,3.8,64,1091,9
21,700.154304,37.4,0,3.799,64,1094,9
22,600.16992,37.4,0,3.8,64,1094,9
23,600.117184,37.4,0,3.801,64,1078,9
25,600.117184,37.0,0,3.801,64,1079,9
26,600.16992,36.5,0,3.802,64,1061,9
27,600.117184,37.0,0,3.801,64,1075,9
28,600.16992,37.9,0,3.8,64,1079,9
29,700.20704,37.0,0,3.799,64,1089,9
30,700.154304,37.4,0,3.797,64,1106,9
31,600.117184,37.4,0,3.8,64,1079,9
32,600.16992,37.9,0,3.8,64,1089,9
33,700.154304,37.9,0,3.799,64,1089,9
34,700.154304,37.0,0,3.8,64,1079,9
35,700.154304,37.9,0,3.799,64,1093,9
36,700.20704,37.0,0,3.8,64,1078,9
37,600.16992,37.4,0,3.8,64,1089,9
38,700.20704,38.4,0,3.799,64,1089,9
39,600.16992,37.4,0,3.799,64,1088,9
40,600.16992,37.9,0,3.8,64,1079,9
41,600.117184,37.4,0,3.8,64,1076,9
42,600.16992,37.4,0,3.799,64,1088,9
43,600.117184,37.4,0,3.8,64,1074,9
44,600.16992,38.9,0,3.799,64,1077,9
45,600.117184,37.9,0,3.798,64,1093,9
46,600.117184,37.9,0,3.797,64,1106,9
47,600.16992,37.0,0,3.798,64,1088,9
48,600.16992,37.4,0,3.798,64,1089,9
49,700.20704,37.9,0,3.798,64,1088,9
50,600.16992,37.4,0,3.797,64,1090,9
51,700.154304,36.5,0,3.797,64,1093,9
52,600.117184,37.4,0,3.796,64,1106,9
53,600.16992,37.0,0,3.798,64,1093,9
55,600.117184,37.4,0,3.797,64,1093,9
56,600.16992,37.0,0,3.797,64,1088,9
57,600.16992,37.9,0,3.798,64,1088,9
58,600.117184,37.0,0,3.797,64,1093,9
59,700.20704,36.5,0,3.796,64,1105,9
60,600.16992,37.9,0,3.797,64,1095,9
