runtime,clock,temp,throttled,voltage,capacity,current,backlight
0,600.117184,37.0,0,3.856,66,528,6
#1,1500.345728,37.4,0,3.836,66,789,6
#2,1500.345728,37.9,0,3.831,66,870,6
#3,1500.345728,37.4,0,3.831,66,868,6
#4,1500.345728,38.4,0,3.83,66,867,6
5,600.117184,37.4,0,3.831,66,867,6
6,600.117184,38.4,0,3.833,66,832,6
7,600.117184,37.0,0,3.834,66,816,6
8,600.117184,38.4,0,3.834,66,807,6
9,600.117184,38.4,0,3.834,66,820,6
10,600.16992,37.9,0,3.834,66,816,6
12,700.20704,37.4,0,3.834,66,807,6
13,600.16992,38.4,0,3.833,66,817,6
14,600.16992,37.0,0,3.834,66,806,6
15,600.117184,37.0,0,3.834,66,804,6
16,600.117184,37.0,0,3.834,66,816,6
17,600.16992,37.0,0,3.832,66,822,6
18,600.117184,37.9,0,3.834,66,800,6
19,600.16992,38.4,0,3.834,66,790,6
20,600.16992,37.0,0,3.834,66,791,6
21,600.117184,37.9,0,3.834,66,801,6
22,700.20704,37.4,0,3.833,66,817,6
23,600.16992,37.4,0,3.833,66,807,6
24,600.16992,37.4,0,3.834,66,800,6
25,600.16992,37.4,0,3.833,66,806,6
26,700.154304,37.9,0,3.833,66,807,6
27,700.154304,37.4,0,3.832,66,821,6
28,700.154304,37.9,0,3.832,66,819,6
29,700.154304,37.4,0,3.832,66,832,6
30,700.154304,37.0,0,3.834,66,802,6
31,600.117184,37.4,0,3.832,66,818,6
32,700.154304,37.4,0,3.832,66,816,6
33,600.117184,37.4,0,3.833,66,791,6
34,700.20704,37.0,0,3.832,66,823,6
35,600.16992,37.0,0,3.833,66,805,6
36,600.16992,37.9,0,3.832,66,806,6
37,600.117184,37.4,0,3.832,66,804,6
38,600.117184,36.5,0,3.832,66,806,6
39,600.16992,37.0,0,3.832,66,822,6
40,700.154304,37.4,0,3.832,66,820,6
42,700.154304,37.4,0,3.832,66,821,6
43,600.117184,37.9,0,3.832,66,817,6
44,700.154304,37.4,0,3.832,66,805,6
45,600.16992,36.5,0,3.831,66,819,6
46,600.117184,36.5,0,3.831,66,822,6
47,600.117184,37.4,0,3.831,66,818,6
48,600.117184,37.9,0,3.833,66,803,6
49,600.16992,36.5,0,3.832,66,804,6
50,600.16992,37.4,0,3.832,66,803,6
51,600.117184,37.0,0,3.832,66,804,6
52,600.16992,37.9,0,3.832,66,805,6
53,600.16992,37.4,0,3.832,66,805,6
54,600.117184,37.0,0,3.832,66,805,6
55,600.117184,37.4,0,3.831,66,821,6
56,600.16992,36.5,0,3.832,66,817,6
57,600.16992,37.9,0,3.831,66,819,6
58,600.16992,37.4,0,3.831,66,818,6
59,600.117184,37.4,0,3.831,66,822,6
60,600.16992,37.4,0,3.83,66,822,6
