runtime,clock,temp,throttled,voltage,capacity,current,backlight
0,600.16992,37.4,0,4.149,100,464,0
1,1200.287104,36.5,0,4.142,100,534,0
2,1200.287104,37.9,0,4.137,100,582,0
3,1200.287104,37.4,0,4.137,100,595,0
4,1200.287104,37.0,0,4.136,100,598,0
5,1200.287104,37.0,0,4.134,100,608,0
6,1200.287104,37.4,0,4.134,100,608,0
7,1200.287104,36.5,0,4.136,100,598,0
8,1200.287104,37.0,0,4.134,100,598,0
9,1200.287104,37.4,0,4.134,100,599,0
10,1200.287104,37.4,0,4.134,100,608,0
12,1200.287104,37.4,0,4.134,100,610,0
13,1200.287104,37.0,0,4.133,100,608,0
14,1200.287104,37.9,0,4.133,100,611,0
15,1200.287104,37.4,0,4.133,100,610,0
16,1200.287104,37.9,0,4.133,100,608,0
17,1200.287104,37.0,0,4.133,100,608,0
18,1200.287104,37.0,0,4.133,100,611,0
19,1200.33984,36.5,0,4.133,100,609,0
20,1200.33984,37.4,0,4.132,100,611,0
21,1200.287104,37.9,0,4.132,100,609,0
22,1200.287104,37.9,0,4.132,100,609,0
23,1200.287104,37.9,0,4.132,100,609,0
24,1200.287104,37.4,0,4.132,100,610,0
25,1200.287104,37.4,0,4.131,100,615,0
26,1200.287104,37.4,0,4.13,100,630,0
27,1200.33984,38.9,0,4.122,100,742,0
28,1200.287104,39.4,0,4.118,100,790,0
29,1200.287104,38.4,0,4.117,100,800,0
31,1200.287104,38.9,0,4.116,100,803,0
32,1200.287104,39.9,0,4.117,100,804,0
33,1200.287104,38.9,0,4.116,100,805,0
34,1200.287104,38.9,0,4.115,100,817,0
35,1200.287104,39.9,0,4.117,100,790,0
36,1200.33984,39.4,0,4.116,100,791,0
38,1200.287104,38.9,0,4.115,100,800,0
39,1200.287104,39.4,0,4.116,100,791,0
40,1200.287104,39.9,0,4.116,100,786,0
41,1200.287104,39.4,0,4.116,100,789,0
42,1200.287104,39.9,0,4.115,100,790,0
43,1200.33984,39.9,0,4.115,100,790,0
44,1200.287104,40.4,0,4.114,100,806,0
46,1200.287104,39.9,0,4.117,100,770,0
47,1200.287104,38.9,0,4.117,100,768,0
48,1200.33984,39.4,0,4.114,100,804,0
49,1200.287104,40.4,0,4.114,100,801,0
50,1200.33984,40.4,0,4.114,100,805,0
51,1200.287104,38.9,0,4.112,100,806,0
52,1200.287104,40.4,0,4.111,100,819,0
54,1200.287104,40.4,0,4.112,100,807,0
55,1200.287104,39.4,0,4.112,100,806,0
56,1200.287104,39.9,0,4.118,100,726,0
57,1200.287104,39.9,0,4.12,100,693,0
58,1200.287104,39.4,0,4.12,100,693,0
59,1200.287104,39.4,0,4.128,100,599,0
60,1200.287104,38.4,0,4.128,100,598,0
61,1200.287104,39.4,0,4.128,100,598,0
62,1200.287104,38.9,0,4.128,100,597,0
63,1200.287104,39.4,0,4.128,100,596,0
64,1200.287104,38.4,0,4.127,100,597,0
65,1200.287104,40.4,0,4.127,100,597,0
66,1200.287104,38.9,0,4.128,100,597,0
67,1200.287104,39.4,0,4.127,100,608,0
68,1200.287104,38.9,0,4.127,100,610,0
69,1200.33984,37.4,0,4.127,100,608,0
70,1200.287104,39.4,0,4.127,100,608,0
71,1200.287104,39.4,0,4.127,100,598,0
72,1200.287104,38.9,0,4.127,100,610,0
73,1200.287104,39.4,0,4.127,100,610,0
74,1200.287104,38.9,0,4.127,100,598,0
75,1200.287104,38.4,0,4.127,100,609,0
76,1200.287104,38.4,0,4.126,100,611,0
77,1200.287104,38.9,0,4.125,100,611,0
78,1200.287104,38.9,0,4.125,100,612,0
79,1200.287104,39.4,0,4.126,100,599,0
80,1200.287104,39.4,0,4.126,100,599,0
81,1200.287104,38.9,0,4.126,100,611,0
82,1200.287104,38.4,0,4.126,100,608,0
83,1200.287104,38.4,0,4.126,100,609,0
85,1200.287104,38.4,0,4.127,100,597,0
86,1200.287104,38.9,0,4.126,100,596,0
87,1200.287104,38.9,0,4.126,100,609,0
88,1200.287104,38.9,0,4.125,100,610,0
89,1200.33984,38.9,0,4.125,100,608,0
90,1200.287104,38.9,0,4.123,100,613,0
91,1200.287104,39.4,0,4.125,100,611,0
92,1200.287104,38.9,0,4.125,100,611,0
93,1200.287104,38.4,0,4.125,100,610,0
94,1200.287104,38.9,0,4.125,100,609,0
95,1200.287104,39.4,0,4.125,100,599,0
96,1200.287104,38.4,0,4.125,100,608,0
97,1200.287104,38.9,0,4.125,100,610,0
98,1200.287104,38.4,0,4.123,100,610,0
99,1200.287104,38.4,0,4.123,100,610,0
100,1200.287104,38.9,0,4.125,100,598,0
101,1200.33984,38.4,0,4.125,100,609,0
102,1200.287104,37.9,0,4.125,100,609,0
103,1200.33984,39.4,0,4.123,100,608,0
104,1200.287104,38.9,0,4.125,100,608,0
105,1200.287104,37.9,0,4.123,100,598,0
106,1200.287104,38.4,0,4.125,100,608,0
107,1200.287104,38.4,0,4.125,100,595,0
108,1200.287104,37.9,0,4.125,100,599,0
109,1200.287104,38.4,0,4.123,100,608,0
110,1200.287104,38.9,0,4.123,100,608,0
111,1200.287104,38.9,0,4.123,100,597,0
112,1200.287104,37.9,0,4.125,100,594,0
113,1200.287104,38.4,0,4.123,100,610,0
114,1200.287104,39.4,0,4.123,100,608,0
115,1200.287104,37.9,0,4.123,100,599,0
116,1200.287104,38.9,0,4.123,100,610,0
117,1200.287104,37.9,0,4.122,100,609,0
118,1200.287104,38.9,0,4.122,100,598,0
119,1200.287104,38.9,0,4.121,100,624,0
120,1200.287104,38.4,0,4.122,100,613,0
121,1200.287104,38.4,0,4.121,100,613,0
122,1200.287104,38.4,0,4.122,100,610,0
124,1200.287104,37.9,0,4.122,100,611,0
125,1200.33984,38.4,0,4.121,100,614,0
126,1200.287104,38.4,0,4.121,100,613,0
127,1200.33984,37.9,0,4.121,100,612,0
128,1200.33984,38.4,0,4.121,100,615,0
129,1200.287104,38.9,0,4.121,100,611,0
130,1200.287104,39.4,0,4.121,100,611,0
131,1200.287104,37.9,0,4.121,100,612,0
132,1200.287104,38.4,0,4.121,100,611,0
133,1200.33984,37.9,0,4.121,100,613,0
134,1200.287104,39.9,0,4.12,100,614,0
135,1200.287104,38.9,0,4.121,100,610,0
136,1200.287104,38.9,0,4.121,100,612,0
137,1200.287104,38.4,0,4.121,100,610,0
138,1200.287104,38.9,0,4.12,100,624,0
139,1200.287104,38.4,0,4.12,100,628,0
140,1200.287104,39.4,0,4.12,100,614,0
141,1200.287104,38.9,0,4.12,100,612,0
142,1200.287104,38.4,0,4.12,100,614,0
143,1200.287104,37.9,0,4.121,100,608,0
144,1200.287104,38.4,0,4.121,100,610,0
145,1200.287104,38.4,0,4.12,100,610,0
146,1200.287104,38.4,0,4.12,100,611,0
147,1200.287104,38.9,0,4.119,100,615,0
148,1200.287104,38.9,0,4.12,100,609,0
149,1200.287104,38.4,0,4.119,100,611,0
150,1200.33984,38.4,0,4.12,100,612,0
151,1200.287104,38.9,0,4.12,100,611,0
152,1200.287104,38.4,0,4.119,100,613,0
153,1200.287104,39.4,0,4.119,100,613,0
154,1200.33984,38.4,0,4.12,100,610,0
155,1200.287104,39.4,0,4.119,100,613,0
156,1200.287104,39.4,0,4.119,100,610,0
157,1200.287104,38.9,0,4.119,100,611,0
158,1200.287104,38.4,0,4.118,100,615,0
159,1200.287104,38.4,0,4.119,100,612,0
160,1200.287104,39.9,0,4.12,100,611,0
161,1200.287104,38.9,0,4.119,100,624,0
162,1200.287104,38.4,0,4.119,100,615,0
164,1200.287104,37.9,0,4.118,100,615,0
165,1200.287104,38.9,0,4.118,100,624,0
166,1200.287104,39.4,0,4.117,100,629,0
167,1200.287104,39.4,0,4.116,100,630,0
168,1200.287104,38.9,0,4.118,100,611,0
169,1200.287104,38.9,0,4.12,100,596,0
170,1200.287104,38.4,0,4.119,100,612,0
171,1200.287104,39.4,0,4.118,100,610,0
172,1200.287104,38.9,0,4.118,100,612,0
173,1200.287104,39.9,0,4.118,100,614,0
174,1200.287104,38.9,0,4.118,100,615,0
175,1200.287104,38.9,0,4.117,100,625,0
176,1200.287104,38.9,0,4.118,100,614,0
177,1200.287104,39.9,0,4.117,100,615,0
178,1200.287104,39.4,0,4.117,100,624,0
179,1200.287104,38.9,0,4.117,100,611,0
180,1200.287104,39.4,0,4.117,100,624,0
181,1200.287104,38.4,0,4.117,100,615,0
182,1200.287104,39.4,0,4.117,100,614,0
183,1200.287104,38.9,0,4.117,100,614,0
184,1200.33984,39.4,0,4.117,100,613,0
185,1200.287104,39.4,0,4.117,100,613,0
186,1200.287104,38.4,0,4.117,100,615,0
187,1200.287104,38.9,0,4.117,100,614,0
188,1200.287104,38.9,0,4.117,100,611,0
189,1200.33984,38.9,0,4.117,100,613,0
190,1200.287104,38.4,0,4.117,100,612,0
191,1200.287104,39.9,0,4.116,100,614,0
192,1200.287104,38.9,0,4.116,100,624,0
193,1200.287104,39.4,0,4.116,100,613,0
194,1200.287104,38.4,0,4.116,100,625,0
195,1200.287104,39.4,0,4.116,100,625,0
196,1200.287104,37.4,0,4.116,100,626,0
197,1200.33984,39.4,0,4.115,100,626,0
198,1200.33984,38.4,0,4.116,100,614,0
199,1200.287104,38.9,0,4.115,100,626,0
200,1200.287104,38.9,0,4.116,100,624,0
201,1200.287104,39.4,0,4.112,100,658,0
202,1200.33984,39.4,0,4.114,100,627,0
203,1200.287104,39.9,0,4.114,100,627,0
205,1200.287104,38.9,0,4.115,100,627,0
206,1200.287104,40.4,0,4.115,100,626,0
207,1200.287104,38.9,0,4.115,100,626,0
208,1200.287104,39.4,0,4.114,100,628,0
209,1200.287104,39.4,0,4.115,100,626,0
