runtime,clock,temp,throttled,voltage,capacity,current,backlight
0,600.16992,37.0,0,3.88,70,516,0
#1,1500.398464,36.5,0,3.878,70,547,0
#2,1500.398464,37.9,0,3.876,70,564,0
#3,1500.398464,37.9,0,3.876,70,563,0
#4,1500.345728,38.4,0,3.876,70,564,0
5,600.16992,37.0,0,3.876,70,563,0
6,600.117184,37.0,0,3.878,70,533,0
7,600.16992,37.0,0,3.883,70,486,0
8,600.16992,37.0,0,3.883,70,486,0
9,600.117184,37.4,0,3.881,70,501,0
10,600.117184,37.4,0,3.88,70,513,0
11,600.16992,37.4,0,3.881,70,498,0
12,600.16992,37.0,0,3.883,70,483,0
13,600.16992,36.5,0,3.881,70,498,0
14,600.117184,37.0,0,3.881,70,498,0
15,600.16992,36.5,0,3.881,70,501,0
16,700.20704,37.4,0,3.881,70,499,0
17,600.16992,36.5,0,3.881,70,512,0
18,700.154304,37.4,0,3.879,70,528,0
19,700.154304,36.5,0,3.879,70,516,0
20,600.16992,37.0,0,3.881,70,500,0
21,700.20704,37.4,0,3.881,70,500,0
22,600.117184,37.0,0,3.883,70,485,0
23,600.16992,37.0,0,3.881,70,501,0
24,700.20704,37.0,0,3.88,70,516,0
25,600.16992,36.5,0,3.879,70,519,0
26,600.117184,36.5,0,3.881,70,500,0
27,600.117184,36.0,0,3.883,70,487,0
28,600.117184,37.0,0,3.88,70,503,0
30,600.16992,37.0,0,3.879,70,517,0
31,600.16992,37.0,0,3.879,70,517,0
32,600.117184,37.0,0,3.879,70,514,0
33,600.117184,37.4,0,3.879,70,518,0
34,600.16992,37.0,0,3.881,70,497,0
35,600.16992,36.5,0,3.879,70,530,0
36,600.16992,37.0,0,3.88,70,517,0
37,600.16992,37.4,0,3.881,70,500,0
38,700.154304,37.0,0,3.881,70,498,0
39,600.16992,36.5,0,3.879,70,516,0
40,600.16992,37.0,0,3.881,70,502,0
41,600.16992,36.5,0,3.88,70,514,0
42,600.117184,36.5,0,3.881,70,498,0
43,600.117184,37.0,0,3.88,70,512,0
44,600.117184,37.0,0,3.88,70,513,0
45,600.16992,37.0,0,3.881,70,487,0
46,600.16992,36.5,0,3.881,70,486,0
47,600.16992,37.4,0,3.88,70,516,0
48,600.117184,36.5,0,3.88,70,515,0
49,700.20704,37.9,0,3.878,70,533,0
50,600.16992,36.5,0,3.88,70,498,0
51,600.16992,37.4,0,3.881,70,496,0
52,600.117184,37.4,0,3.88,70,499,0
53,600.16992,37.0,0,3.881,70,496,0
54,700.154304,36.5,0,3.881,70,501,0
55,600.117184,37.0,0,3.881,70,500,0
56,600.16992,36.0,0,3.88,70,512,0
57,600.16992,37.4,0,3.88,70,514,0
59,600.117184,37.0,0,3.88,70,499,0
60,600.16992,36.5,0,3.879,70,513,0
