runtime,clock,temp,throttled,voltage,capacity,current,backlight
0,900.228544,35.5,0,3.769,52,693,0
1,600.16992,35.0,0,3.77,52,688,0
2,600.16992,35.5,0,3.778,52,579,0
3,600.16992,36.0,0,3.777,52,594,0
4,700.20704,36.5,0,3.778,52,594,0
5,600.117184,35.0,0,3.776,52,611,0
6,600.117184,34.5,0,3.776,52,610,0
7,600.16992,35.0,0,3.778,52,579,0
9,600.16992,34.5,0,3.776,52,596,0
10,600.117184,36.0,0,3.777,52,583,0
11,600.16992,35.5,0,3.776,51,609,0
12,600.16992,34.5,0,3.775,51,613,0
13,600.16992,35.0,0,3.778,51,576,0
14,600.117184,34.5,0,3.778,51,580,0
15,600.16992,36.0,0,3.777,51,583,0
16,800.191424,36.0,0,3.778,51,579,0
17,600.117184,35.0,0,3.776,51,597,0
18,600.16992,35.5,0,3.779,51,562,0
19,700.154304,35.5,0,3.778,51,567,0
20,600.16992,36.0,0,3.778,51,578,0
21,700.154304,35.5,0,3.777,51,593,0
22,700.20704,35.0,0,3.776,51,596,0
23,600.117184,36.5,0,3.776,51,583,0
24,800.191424,36.0,0,3.776,51,597,0
25,900.228544,36.0,0,3.775,51,598,0
26,700.154304,36.0,0,3.775,51,599,0
27,700.154304,35.5,0,3.776,51,583,0
28,600.16992,35.0,0,3.777,51,580,0
29,700.20704,35.5,0,3.777,51,577,0
30,600.117184,36.0,0,3.776,51,594,0
31,700.20704,36.0,0,3.776,51,593,0
32,600.117184,37.0,0,3.774,51,614,0
33,600.16992,36.0,0,3.774,51,611,0
34,700.154304,35.5,0,3.777,51,577,0
35,600.117184,36.0,0,3.775,51,609,0
36,600.16992,35.0,0,3.775,51,608,0
37,600.16992,35.5,0,3.776,51,594,0
39,600.16992,36.0,0,3.777,51,579,0
40,600.16992,35.5,0,3.777,51,578,0
41,600.16992,35.5,0,3.773,51,612,0
42,700.154304,36.0,0,3.774,51,612,0
43,600.117184,36.0,0,3.775,51,596,0
44,600.16992,35.5,0,3.775,51,597,0
45,600.16992,35.5,0,3.776,51,593,0
46,600.117184,36.0,0,3.774,51,610,0
47,600.117184,35.0,0,3.775,51,594,0
48,600.117184,37.0,0,3.776,51,583,0
49,600.16992,35.5,0,3.776,51,580,0
50,600.117184,35.5,0,3.775,51,592,0
51,800.191424,36.5,0,3.774,51,609,0
52,600.16992,35.5,0,3.775,51,592,0
53,600.16992,36.0,0,3.775,51,583,0
54,600.16992,35.0,0,3.774,51,596,0
55,900.175808,36.5,0,3.774,51,596,0
56,600.16992,35.0,0,3.773,51,609,0
57,600.16992,36.0,0,3.776,51,581,0
58,600.117184,36.5,0,3.775,51,583,0
59,600.16992,35.0,0,3.776,51,566,0
60,600.16992,36.0,0,3.775,51,580,0
