runtime,clock,temp,throttled,voltage,capacity,current,backlight
0,600.117184,38.9,0,3.672,25,690,0
#1,2000.478464,39.4,0,3.671,25,679,0
#2,2000.478464,39.4,0,3.676,25,646,0
#3,2000.478464,39.9,0,3.674,25,660,0
#4,2000.478464,39.9,0,3.674,25,659,0
5,600.16992,39.9,0,3.675,25,656,0
6,800.191424,39.4,0,3.677,25,629,0
7,700.154304,38.9,0,3.681,25,580,0
8,600.117184,39.4,0,3.68,25,593,0
9,600.117184,38.9,0,3.679,25,596,0
10,700.154304,39.9,0,3.681,25,579,0
11,600.117184,38.4,0,3.68,25,581,0
12,600.16992,40.4,0,3.681,25,578,0
13,700.154304,38.9,0,3.68,25,593,0
14,700.154304,39.9,0,3.679,25,609,0
15,600.16992,39.9,0,3.679,25,596,0
17,600.16992,39.4,0,3.68,25,593,0
18,600.16992,38.9,0,3.682,25,564,0
19,600.117184,38.9,0,3.68,25,582,0
20,600.16992,38.9,0,3.68,25,594,0
21,600.16992,39.9,0,3.682,25,561,0
22,600.117184,39.9,0,3.679,25,596,0
23,600.16992,39.9,0,3.68,25,580,0
24,600.16992,38.9,0,3.68,25,581,0
25,600.117184,39.9,0,3.68,25,580,0
26,600.16992,40.4,0,3.681,25,579,0
27,600.117184,39.9,0,3.68,25,592,0
28,600.117184,39.9,0,3.681,25,577,0
29,600.16992,38.9,0,3.679,25,597,0
30,600.16992,38.9,0,3.68,25,592,0
31,600.16992,39.4,0,3.679,25,598,0
32,600.117184,39.9,0,3.681,25,577,0
33,700.154304,38.9,0,3.681,25,576,0
34,600.16992,38.9,0,3.68,25,593,0
35,600.16992,39.4,0,3.682,25,560,0
36,600.16992,39.9,0,3.681,25,566,0
37,600.16992,39.4,0,3.681,25,565,0
38,600.16992,38.9,0,3.68,25,580,0
39,600.117184,39.4,0,3.679,25,597,0
40,600.117184,38.4,0,3.682,25,562,0
41,600.16992,38.9,0,3.681,25,551,0
42,600.16992,40.4,0,3.681,25,566,0
43,900.228544,38.9,0,3.68,25,592,0
44,600.117184,39.9,0,3.678,25,611,0
46,600.16992,38.9,0,3.682,25,551,0
47,600.117184,39.4,0,3.681,25,566,0
48,600.117184,38.4,0,3.68,25,582,0
49,600.16992,39.4,0,3.679,25,597,0
50,600.16992,39.9,0,3.681,25,563,0
51,600.16992,37.9,0,3.681,25,578,0
52,600.16992,38.4,0,3.68,25,579,0
53,600.16992,39.4,0,3.68,25,583,0
54,600.117184,39.4,0,3.68,25,581,0
55,600.16992,39.4,0,3.682,25,551,0
56,800.24416,39.4,0,3.682,25,560,0
57,700.154304,39.4,0,3.682,25,551,0
58,600.16992,38.9,0,3.682,25,563,0
59,800.191424,39.4,0,3.681,25,577,0
60,700.154304,39.9,0,3.681,25,566,0
