runtime,clock,temp,throttled,voltage,capacity,current,backlight
92,1200.287104,37.9,0,3.694,33,720,0
93,1200.287104,37.9,0,3.696,33,711,0
94,1200.287104,38.4,0,3.696,33,711,0
95,1200.287104,37.4,0,3.694,33,725,0
96,1200.33984,37.4,0,3.694,33,726,0
97,1200.287104,37.4,0,3.694,33,721,0
98,1200.33984,38.4,0,3.694,33,721,0
99,1200.287104,37.4,0,3.694,33,711,0
100,1200.287104,37.0,0,3.694,33,711,0
101,1200.287104,37.9,0,3.694,33,721,0
102,1200.287104,37.4,0,3.696,33,709,0
103,1200.287104,37.4,0,3.694,33,724,0
104,1200.33984,37.0,0,3.694,33,722,0
105,1200.33984,38.4,0,3.696,33,706,0
106,1200.287104,37.9,0,3.696,33,710,0
108,1200.287104,38.4,0,3.696,33,711,0
109,1200.287104,37.9,0,3.693,33,723,0
110,1200.287104,37.4,0,3.694,33,720,0
111,1200.287104,37.4,0,3.694,33,707,0
112,1200.287104,37.9,0,3.694,32,710,0
113,1200.287104,37.4,0,3.694,32,720,0
114,1200.287104,38.4,0,3.696,32,709,0
115,1200.33984,37.4,0,3.694,32,721,0
116,1200.287104,37.0,0,3.694,32,709,0
117,1200.287104,37.0,0,3.696,32,708,0
118,1200.287104,37.4,0,3.693,32,727,0
119,1200.287104,37.4,0,3.693,32,726,0
120,1200.287104,37.0,0,3.693,32,727,0
121,1200.287104,37.9,0,3.693,32,725,0
122,1200.287104,37.9,0,3.694,32,721,0
123,1200.287104,37.0,0,3.693,32,724,0
124,1200.287104,36.5,0,3.693,32,727,0
125,1200.33984,38.4,0,3.693,32,725,0
126,1200.33984,37.0,0,3.692,32,727,0
127,1200.287104,37.9,0,3.693,32,722,0
128,1200.287104,37.0,0,3.693,32,723,0
129,1200.33984,37.0,0,3.693,32,727,0
130,1200.287104,37.9,0,3.693,32,722,0
131,1200.287104,37.9,0,3.693,32,722,0
132,1200.287104,36.5,0,3.693,32,721,0
133,1200.287104,37.9,0,3.693,32,720,0
134,1200.287104,38.4,0,3.692,32,725,0
135,1200.287104,38.4,0,3.694,32,720,0
136,1200.287104,37.4,0,3.694,32,711,0
137,1200.287104,37.4,0,3.692,32,738,0
138,1200.287104,37.9,0,3.692,32,740,0
139,1200.287104,37.9,0,3.692,32,736,0
140,1200.287104,37.9,0,3.693,32,721,0
141,1200.287104,37.4,0,3.693,32,724,0
142,1200.287104,37.4,0,3.694,32,723,0
143,1200.287104,37.9,0,3.693,32,723,0
144,1200.33984,37.4,0,3.692,32,723,0
145,1200.287104,38.4,0,3.693,32,725,0
147,1200.287104,38.4,0,3.693,32,724,0
148,1200.287104,37.9,0,3.693,32,723,0
149,1200.287104,37.9,0,3.693,32,725,0
150,1200.287104,38.9,0,3.693,32,725,0
151,1200.33984,37.9,0,3.693,32,726,0
152,1200.287104,37.0,0,3.693,32,724,0
153,1200.287104,38.4,0,3.693,32,721,0
154,1200.287104,38.4,0,3.691,32,727,0
155,1200.287104,38.4,0,3.692,32,725,0
156,1200.287104,37.4,0,3.692,32,723,0
157,1200.287104,37.9,0,3.692,32,724,0
158,1200.287104,38.4,0,3.692,32,724,0
159,1200.287104,38.4,0,3.692,32,727,0
160,1200.287104,37.9,0,3.693,32,726,0
161,1200.287104,38.9,0,3.692,32,724,0
162,1200.287104,37.9,0,3.692,32,727,0
163,1200.287104,37.4,0,3.691,32,737,0
164,1200.287104,37.9,0,3.691,32,754,0
165,1200.287104,37.9,0,3.69,32,759,0
166,1200.287104,37.9,0,3.692,32,738,0
167,1200.287104,38.4,0,3.694,32,709,0
168,1200.33984,37.9,0,3.692,32,722,0
169,1200.287104,38.4,0,3.692,32,725,0
170,1200.287104,38.4,0,3.692,32,727,0
171,1200.33984,38.9,0,3.692,32,724,0
172,1200.287104,37.9,0,3.692,32,736,0
173,1200.287104,37.9,0,3.692,32,736,0
174,1200.287104,38.9,0,3.691,32,727,0
175,1200.287104,37.9,0,3.691,32,727,0
176,1200.287104,37.9,0,3.692,32,736,0
177,1200.287104,38.4,0,3.692,32,726,0
178,1200.287104,37.9,0,3.692,32,726,0
179,1200.287104,38.9,0,3.691,32,727,0
180,1200.287104,38.4,0,3.691,32,727,0
181,1200.287104,38.9,0,3.691,32,726,0
182,1200.287104,38.9,0,3.692,32,725,0
183,1200.33984,37.4,0,3.692,32,724,0
184,1200.287104,37.9,0,3.691,32,738,0
185,1200.287104,38.4,0,3.691,32,727,0
186,1200.287104,37.4,0,3.691,32,727,0
188,1200.287104,37.9,0,3.691,32,726,0
189,1200.287104,38.4,0,3.691,32,727,0
190,1200.287104,38.4,0,3.691,32,737,0
191,1200.287104,37.9,0,3.691,32,726,0
192,1200.287104,37.9,0,3.691,32,736,0
193,1200.287104,38.9,0,3.691,32,726,0
194,1200.287104,37.9,0,3.691,32,736,0
195,1200.287104,37.9,0,3.691,32,738,0
196,1200.287104,38.4,0,3.689,32,758,0
197,1200.287104,37.9,0,3.691,32,739,0
198,1200.287104,38.4,0,3.691,32,736,0
199,1200.287104,37.4,0,3.691,32,738,0
200,1200.287104,37.9,0,3.691,32,737,0
201,1200.33984,37.9,0,3.69,32,754,0
202,1200.287104,38.9,0,3.691,32,736,0
203,1200.287104,38.9,0,3.691,32,738,0
204,1200.287104,38.9,0,3.69,32,740,0
205,1200.287104,38.9,0,3.691,32,736,0
206,1200.287104,37.9,0,3.69,32,738,0
207,1200.287104,37.9,0,3.691,32,736,0
