runtime,clock,temp,throttled,voltage,capacity,current,backlight
45,1800.457088,44.8,0,3.666,33,1077,0
46,1800.457088,42.8,0,3.672,33,994,0
47,1800.457088,43.8,0,3.681,33,885,0
48,1800.457088,42.3,0,3.687,33,817,0
49,1800.457088,42.8,0,3.688,33,800,0
50,1800.457088,42.8,0,3.689,33,800,0
51,1800.404352,42.8,0,3.688,33,791,0
52,1800.457088,42.3,0,3.688,33,788,0
53,1800.404352,41.8,0,3.686,33,832,0
54,1800.457088,43.3,0,3.689,33,789,0
56,1800.457088,42.8,0,3.688,33,802,0
57,1800.457088,41.8,0,3.688,33,801,0
58,1800.457088,41.8,0,3.688,33,800,0
59,1800.457088,42.3,0,3.688,33,803,0
60,1800.404352,42.3,0,3.688,33,803,0
61,1800.457088,41.8,0,3.688,33,791,0
62,1800.404352,42.3,0,3.687,33,804,0
63,1800.457088,42.8,0,3.687,32,806,0
64,1800.404352,41.3,0,3.687,32,816,0
65,1800.457088,43.3,0,3.687,32,807,0
66,1800.457088,42.8,0,3.687,32,805,0
67,1800.404352,41.8,0,3.688,32,817,0
68,1800.457088,41.8,0,3.688,32,803,0
69,1800.457088,41.8,0,3.688,32,805,0
70,1800.457088,41.3,0,3.688,32,803,0
71,1800.457088,41.3,0,3.688,32,805,0
72,1800.404352,41.8,0,3.688,32,806,0
73,1800.404352,41.3,0,3.687,32,805,0
74,1800.457088,41.3,0,3.686,32,819,0
75,1800.457088,40.9,0,3.687,32,817,0
76,1800.404352,42.8,0,3.687,32,807,0
77,1800.457088,42.8,0,3.688,32,801,0
78,1800.404352,42.3,0,3.687,32,807,0
79,1800.404352,42.3,0,3.686,32,821,0
80,1800.457088,42.3,0,3.687,32,818,0
81,1800.404352,41.8,0,3.687,32,817,0
82,1800.457088,42.3,0,3.688,32,803,0
83,1800.457088,42.3,0,3.687,32,806,0
84,1800.404352,42.8,0,3.688,32,804,0
85,1800.457088,42.3,0,3.688,32,801,0
86,1800.457088,42.8,0,3.688,32,801,0
87,1800.457088,42.8,0,3.688,32,802,0
88,1800.404352,41.3,0,3.688,32,804,0
89,1800.457088,42.3,0,3.687,32,801,0
90,1800.457088,42.8,0,3.688,32,802,0
91,1800.457088,42.3,0,3.688,32,801,0
92,1800.457088,42.3,0,3.688,32,789,0
93,1800.457088,42.8,0,3.688,32,790,0
94,1800.404352,41.8,0,3.688,32,801,0
95,1800.457088,41.8,0,3.686,32,822,0
96,1800.457088,42.3,0,3.686,32,819,0
97,1800.457088,42.3,0,3.686,32,817,0
98,1800.457088,42.8,0,3.686,32,816,0
99,1800.457088,42.8,0,3.686,32,821,0
101,1800.457088,42.3,0,3.685,32,823,0
102,1800.457088,41.8,0,3.685,32,833,0
103,1800.404352,42.3,0,3.686,32,821,0
104,1800.457088,42.3,0,3.686,32,819,0
105,1800.404352,41.8,0,3.686,32,816,0
106,1800.457088,42.3,0,3.685,32,832,0
107,1800.457088,42.3,0,3.686,32,819,0
108,1800.404352,42.8,0,3.685,32,820,0
109,1800.404352,42.3,0,3.686,32,818,0
110,1800.457088,42.3,0,3.685,32,833,0
111,1800.457088,42.8,0,3.683,32,850,0
112,1800.457088,42.8,0,3.685,32,835,0
113,1800.457088,42.3,0,3.685,32,832,0
114,1800.404352,41.8,0,3.685,32,822,0
115,1800.457088,42.8,0,3.686,32,823,0
116,1800.404352,41.8,0,3.683,32,834,0
117,1800.404352,41.8,0,3.683,32,833,0
118,1800.457088,42.3,0,3.686,32,823,0
119,1800.457088,41.3,0,3.685,32,822,0
120,1800.457088,42.3,0,3.683,32,822,0
121,1800.404352,43.3,0,3.685,32,833,0
122,1800.457088,43.3,0,3.685,32,834,0
123,1800.404352,42.8,0,3.683,32,835,0
124,1800.404352,42.8,0,3.685,32,834,0
125,1800.457088,41.8,0,3.683,32,836,0
126,1800.457088,42.3,0,3.685,32,822,0
127,1800.457088,42.3,0,3.685,32,819,0
128,1800.457088,42.3,0,3.683,32,832,0
129,1800.457088,42.3,0,3.683,32,838,0
130,1800.457088,42.8,0,3.681,32,867,0
131,1800.457088,43.3,0,3.685,32,822,0
132,1800.457088,42.8,0,3.687,32,790,0
133,1800.404352,43.3,0,3.683,32,835,0
134,1800.457088,42.3,0,3.683,32,835,0
135,1800.457088,43.3,0,3.683,32,837,0
136,1800.457088,42.3,0,3.683,32,837,0
137,1800.457088,42.8,0,3.683,32,835,0
138,1800.404352,42.8,0,3.683,32,833,0
139,1800.457088,43.3,0,3.682,32,838,0
140,1800.457088,42.3,0,3.682,32,837,0
141,1800.457088,42.3,0,3.683,32,835,0
142,1800.404352,43.3,0,3.683,32,836,0
143,1800.457088,43.8,0,3.683,32,834,0
144,1800.404352,43.3,0,3.682,32,837,0
145,1800.457088,41.8,0,3.682,32,837,0
146,1800.457088,43.3,0,3.682,32,839,0
147,1800.457088,42.8,0,3.682,32,835,0
149,1800.404352,42.8,0,3.683,32,832,0
150,1800.457088,41.8,0,3.682,32,834,0
151,1800.404352,43.8,0,3.683,32,836,0
152,1800.404352,42.8,0,3.683,32,833,0
153,1800.404352,42.3,0,3.682,32,833,0
154,1800.457088,43.3,0,3.683,32,833,0
155,1800.457088,42.8,0,3.682,32,835,0
156,1800.457088,41.8,0,3.682,32,823,0
157,1800.457088,42.3,0,3.683,32,837,0
158,1800.457088,43.3,0,3.683,32,833,0
159,1800.457088,42.3,0,3.683,32,833,0
160,1800.404352,41.8,0,3.683,32,832,0
161,1800.404352,42.8,0,3.68,32,866,0
