runtime,clock,temp,throttled,voltage,capacity,current,backlight
0,600.117184,37.9,0,3.851,65,529,8
1,600.16992,36.5,0,3.818,65,962,8
2,600.117184,37.4,0,3.81,65,1062,8
3,600.117184,37.0,0,3.808,65,1076,8
4,600.117184,37.4,0,3.808,65,1077,8
5,600.117184,37.0,0,3.809,65,1063,8
6,600.16992,37.0,0,3.808,65,1062,8
7,600.117184,38.4,0,3.808,65,1075,8
8,600.117184,37.4,0,3.809,65,1058,8
9,600.117184,37.9,0,3.809,65,1062,8
10,600.117184,38.4,0,3.809,65,1057,8
11,600.16992,37.4,0,3.809,65,1056,8
12,700.154304,37.0,0,3.808,65,1060,8
13,600.16992,37.0,0,3.807,65,1073,8
14,600.16992,37.9,0,3.807,65,1078,8
15,600.16992,37.4,0,3.806,65,1090,8
16,700.154304,37.9,0,3.807,65,1072,8
17,700.154304,37.9,0,3.806,65,1077,8
18,700.154304,37.0,0,3.804,65,1079,8
19,600.117184,37.0,0,3.804,65,1091,8
20,600.117184,37.0,0,3.803,65,1091,8
21,800.191424,37.4,0,3.807,65,1061,8
22,700.154304,37.4,0,3.806,65,1075,8
24,700.154304,37.9,0,3.806,65,1063,8
25,600.117184,37.4,0,3.806,65,1060,8
26,600.16992,37.4,0,3.804,65,1088,8
27,600.16992,37.4,0,3.804,65,1088,8
28,700.20704,37.0,0,3.806,65,1062,8
29,600.16992,37.0,0,3.804,65,1074,8
30,600.16992,38.9,0,3.804,65,1076,8
31,600.16992,37.0,0,3.806,65,1057,8
32,600.16992,37.0,0,3.803,65,1076,8
33,600.117184,37.4,0,3.803,65,1079,8
34,600.117184,37.4,0,3.804,65,1073,8
35,600.117184,37.4,0,3.806,65,1063,8
36,600.16992,36.0,0,3.804,65,1061,8
37,600.117184,37.0,0,3.806,65,1058,8
38,600.117184,36.0,0,3.803,65,1074,8
39,600.16992,36.5,0,3.803,64,1078,8
40,600.117184,37.0,0,3.806,64,1060,8
41,600.16992,37.4,0,3.806,64,1056,8
42,600.117184,37.4,0,3.803,64,1074,8
43,700.154304,37.9,0,3.804,64,1072,8
44,600.117184,37.0,0,3.802,64,1089,8
45,600.16992,37.0,0,3.804,64,1062,8
46,600.117184,37.4,0,3.801,64,1091,8
47,600.16992,37.9,0,3.804,64,1058,8
48,600.117184,37.0,0,3.804,64,1061,8
49,600.16992,37.4,0,3.802,64,1076,8
50,600.117184,37.9,0,3.804,64,1060,8
51,700.20704,37.0,0,3.802,64,1074,8
53,600.16992,37.9,0,3.801,64,1088,8
54,600.16992,37.9,0,3.803,64,1074,8
55,600.16992,36.5,0,3.802,64,1076,8
56,600.16992,37.0,0,3.804,64,1058,8
57,600.117184,37.0,0,3.804,64,1061,8
58,600.16992,37.4,0,3.803,64,1060,8
59,600.117184,37.4,0,3.803,64,1076,8
60,600.117184,36.5,0,3.802,64,1078,8
